,Text,Label
249,"A 74-year-old man received oral administration of pilsicainide, a pure sodium channel blocker with slow recovery kinetics, to convert paroxysmal atrial fibrillation to sinus rhythm and developed loss of consciousness two days later.",ADE-related
250,"When pilsicainide is prescribed in patients with coronary artery disease or renal dysfunction, close attention must be paid to avoid life-threatening arrhythmias due to high plasma concentrations of the drug.",ADE-related
251,"The cases are important in documenting that drug-induced dystonias do occur in patients with dementia, that risperidone appears to have contributed to dystonia among elderly patients, and that the categorization of dystonic reactions needs further clarification.",ADE-related
252,Provocation of non-convulsive status epilepticus by tiagabine in three adolescent patients.,ADE-related
253,The events of non-convulsive status epilepticus subsided following reduction in tiagabine dosages.,ADE-related
254,This is the first report of non-convulsive status epilepticus provoked by tiagabine in adolescent patients.,ADE-related
255,There have been many reports of probable lithium-induced organic brain syndromes occurring when serum lithium levels are within or close to the therapeutic range.,ADE-related
256,"When the acute manic state is characterized by marked psychotic symptoms and intense anxiety, it may be associated with increased vulnerability to the development of severe lithium neurotoxicity.",ADE-related
257,Protease inhibitor-induced carbamazepine toxicity.,ADE-related
258,Protease inhibitors (ritonavir and saquinavir) were added to the treatment and the patient developed progressive ataxia related to carbamazepine toxicity.,ADE-related
259,"Ritonavir acted as a CYP3A4 inhibitor, diminishing carbamazepine metabolism and provoking an increase in serum levels and clinical toxicity.",ADE-related
260,The patient was diagnosed with carbamazepine toxicity related to the introduction of ritonavir.,ADE-related
261,Anaphylaxis to calcitonin.,ADE-related
262,CONCLUSION: We have introduced a case of anaphylaxis by calcitonin that suggest an IgE mediated hypersensitivity reaction.,ADE-related
263,The intramuscular challenge test with 25 UI of Miacalcic was positive with an immediate anaphylactic reaction.,ADE-related
264,"We introduce a case of a sixty years old woman with several previous episodes of rhinitis, conjunctivitis and perspiration immediately after the administration of salmon calcitonin with nasal spray or intramuscular administration (Calsynar).",ADE-related
265,Minocycline as a cause of drug-induced autoimmune hepatitis.,ADE-related
266,Minocycline-induced autoimmune hepatitis is usually identical to sporadic autoimmune hepatitis.,ADE-related
267,We describe the clinical and liver biopsy morphologic features for 4 patients with minocycline-induced autoimmune hepatitis (group 1).,ADE-related
268,L-asparaginase-provoked seizures as singular expression of central nervous toxicity.,ADE-related
269,Patients treated with L-asparaginase may present with hemorrhagic and thrombotic cerebrovascular events.,ADE-related
270,We report a case of seizure associated with L-asparaginase therapy but no evidence of hemorrhagic or thrombotic cerebrovascular events.,ADE-related
271,"Eighty-two patients with various malignancies who received imipenem/cilastatin 143 times for neutropenic fever between March 1994 and October 1999 in Department of Pediatric Oncology, Gazi University, were identified.",ADE-related
272,Incidence of seizures in pediatric cancer patients treated with imipenem/cilastatin.,ADE-related
273,Proconvulsive tendency of imipenem/cilastatin is one of its well-known side effects.,ADE-related
274,"Three of these patients had convulsions attributed to imipenem/cilastatin; 3.6% of the patients had seizure, or 2% of imipenem/cilastatin administrations was followed by a seizure attack.",ADE-related
275,Gabapentin-induced mood changes with hypomanic features in adults.,ADE-related
276,We report two adults who received gabapentin (GBP) and subsequently developed behavioural side effects.,ADE-related
277,Acute pancreatitis in a child with idiopathic ulcerative colitis on long-term 5-aminosalicylic acid therapy.,ADE-related
278,We describe a 10-year-old boy with ulcerative colitis who developed acute pancreatitis while on long-term treatment with 5-aminosalicylic acid.,ADE-related
279,CONCLUSION: Marked visual field constriction appears to be associated with vigabatrin therapy.,ADE-related
280,"Electro-oculography, electroretinography, visual evoked potentials, and multifocal electroretinography in patients with vigabatrin-attributed visual field constriction.",ADE-related
281,PURPOSE: Symptomatic visual field constriction thought to be associated with vigabatrin has been reported.,ADE-related
282,"The current study investigated the visual fields and visual electrophysiology of eight patients with known vigabatrin-attributed visual field loss, three of whom were reported previously.",ADE-related
283,The field defects and some electrophysiological abnormalities persist when vigabatrin therapy is withdrawn.,ADE-related
284,Depressive symptoms disappeared after interferon therapy was stopped.,ADE-related
285,Treatment of chronic hepatitis C with interferon alpha (IFN-alpha) is relatively contraindicated in patients with psychiatric disorders because of possible severe psychiatric side effects.,ADE-related
286,"While for ribavirin antidepressant effects are not known, we suppose that antidepressants may prevent changes in serotonergic or noradrenergic neurotransmission caused by IFN-alpha.",ADE-related
287,Intensive high-flux hemodiafiltration is often used in the management of vancomycin toxicity.,ADE-related
288,Management of hypophosphatemia induced by high-flux hemodiafiltration for the treatment of vancomycin toxicity: intravenous phosphorus therapy versus use of a phosphorus-enriched dialysate.,ADE-related
289,We describe 2 children with cerebral palsy who suffered significant morbidity immediately after treatment with hyperbaric oxygen.,ADE-related
290,A 33-year-old male presented with brown discolouration of the fingernails following the application of 4% hydroquinone in sorbolene cream and 0.1% tretinoin cream to the face intermittently for 9 months.,ADE-related
291,Nail staining from hydroquinone cream.,ADE-related
292,Gangrene of the fingertips after bleomycin and methotrexate.,ADE-related
293,This supports the well-reported potential of bleomycin to trigger acral vascular toxicity.,ADE-related
294,We describe a 57-year-old man with acral erythrocyanosis progressing to acute digital ischemia and gangrene that developed after combined chemotherapy (bleomycin and methotrexate) used to treat a metastatic squamous cell carcinoma of the hypopharynx.,ADE-related
295,Diarrhea-associated over-anticoagulation in a patient taking warfarin: therapeutic role of cholestyramine.,ADE-related
296,We present a case of significant over-anticoagulation temporally associated with a bout of protracted diarrhea in a patient on warfarin therapy.,ADE-related
297,"MI related to the use of activated and non-activated PCCs predominantly affects young patients who often have no preceding history of, or risk factors for, MI and tends to be associated with large cumulative doses of concentrate.",ADE-related
